,id,sentence,subject_entity,object_entity,label
374,378,개미종 대부분은 여왕개미와 번식을 할 암컷개미만 임성(姙性)이 있다.,"{'word': '여왕개미', 'start_idx': 9, 'end_idx': 12, 'type': 'INS'}","{'word': '임성', 'start_idx': 27, 'end_idx': 28, 'type': 'PHY'}",곤충:특성
770,816,"모기의 유생은 주머니에 빠져 부패하는 곤충이나 관련된 세균을 먹이로 삼는다. ""Wyeomyia"" 속이 그 예로, 무해한 ""Wyeomyia smithii""는 자색 병자초(""Sarracenia purpurea"")의 주머니에서만 알을 낳는다.","{'word': '모기의 유생', 'start_idx': 0, 'end_idx': 5, 'type': 'INS'}","{'word': '부패하는 곤충', 'start_idx': 16, 'end_idx': 22, 'type': 'INS'}",곤충:먹이
908,957,"이런 점이 인간 사회와 비슷하여 개미 사회는 오랫동안 인간의 관심을 받았으며, 개미 연구의 주제가 되었다.","{'word': '개미', 'start_idx': 18, 'end_idx': 19, 'type': 'INS'}","{'word': '인간', 'start_idx': 6, 'end_idx': 7, 'type': 'NOI'}",관계없음
524,528,그러나 그 밖에 특별한 영양 공급 방법을 발전시킨 개미도 있다.,"{'word': '개미', 'start_idx': 28, 'end_idx': 29, 'type': 'INS'}","{'word': '영양 공급 방법', 'start_idx': 13, 'end_idx': 20, 'type': 'POH'}",곤충:특성
372,376,"이와 같이 방식으로 집을 찾아가는 것을 경로적분이라 하며, 이는 새와 곤충의 기본적인 길찾기 방법이다.","{'word': '곤충', 'start_idx': 39, 'end_idx': 40, 'type': 'CLS'}","{'word': '경로적분', 'start_idx': 22, 'end_idx': 25, 'type': 'NOP'}",곤충:특성
176,179,태국과 중국 등의 일부 지역에서는 일부의 바퀴벌레 종이 식용으로 사용되기도 한다.,"{'word': '바퀴벌레', 'start_idx': 23, 'end_idx': 26, 'type': 'INS'}","{'word': '식용', 'start_idx': 31, 'end_idx': 32, 'type': 'POH'}",곤충:특성
540,544,"진디나 매미충, 뿔매미 같은 곤충은 수액을 먹으면 단물을 분비한다.","{'word': '진디', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '수액', 'start_idx': 20, 'end_idx': 21, 'type': 'POH'}",곤충:먹이
178,181,태국과 중국 등의 일부 지역에서는 일부의 바퀴벌레 종이 식용으로 사용되기도 한다.,"{'word': '바퀴벌레', 'start_idx': 23, 'end_idx': 26, 'type': 'INS'}","{'word': '중국', 'start_idx': 4, 'end_idx': 5, 'type': 'LOC'}",관계없음
251,254,"모기가 매개하는 질병은 뇌염·말라리아(학질)·필라리아(상피병)·일본뇌염·황열병 등이며 전 세계에 약 3,000종 가량이 알려져 있다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '일본뇌염', 'start_idx': 35, 'end_idx': 38, 'type': 'POH'}",곤충:특성
388,392,"가위개미는 다른 식물에 버섯이 어떻게 반응하는지 알 정도로 섬세한데, 분명 버섯에서 나는 화학 신호를 감지하는 것이다.","{'word': '가위개미', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '화학 신호를 감지', 'start_idx': 50, 'end_idx': 58, 'type': 'NOP'}",곤충:특성
121,124,"모기의 크기는 다양하지만 보통 15 mm 미만이고, 무게는 2~3 mg 가량이다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '15 mm 미만', 'start_idx': 17, 'end_idx': 24, 'type': 'NOH'}",곤충:특성
320,323,"열대지방의 모기는 일 년 내내 반복하고 산악지방과 온대·한대의 모기는 겨울을 알로 지내며, 눈이 녹은 물에서 유충기를 보내고, 연 1회만 한여름에 성충으로 나타난다.","{'word': '모기', 'start_idx': 6, 'end_idx': 7, 'type': 'INS'}","{'word': '열대지방', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",곤충:서식지
570,577,이는 많은 개미집에서 온 숫개미들이 특정한 장소에 모여 있으면 날개를 가진 암개미들이 그 안으로 들어와 짝짓기를 한다.,"{'word': '암개미', 'start_idx': 42, 'end_idx': 44, 'type': 'INS'}","{'word': '날개', 'start_idx': 35, 'end_idx': 36, 'type': 'PHY'}",곤충:특성
120,123,"모기는 사람, 가축에게 피를 빨아먹으며 전염병을 옮긴다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '가축', 'start_idx': 8, 'end_idx': 9, 'type': 'NOI'}",관계없음
323,326,"열대지방의 모기는 일 년 내내 반복하고 산악지방과 온대·한대의 모기는 겨울을 알로 지내며, 눈이 녹은 물에서 유충기를 보내고, 연 1회만 한여름에 성충으로 나타난다.","{'word': '모기', 'start_idx': 35, 'end_idx': 36, 'type': 'INS'}","{'word': '한대', 'start_idx': 31, 'end_idx': 32, 'type': 'LOC'}",곤충:서식지
373,377,"레몬개미는 침으로 주위 식물을 죽이고 레몬개미나무(""Duroia hirsuta"") 조각을 놓는다.","{'word': '레몬개미', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '침', 'start_idx': 6, 'end_idx': 6, 'type': 'PHY'}",곤충:특성
697,728,"집게벌레과, 민집게벌레과, 큰집게벌레과, 꼬마집게벌레과 등의 하위분류를 갖고 있다.","{'word': '집게벌레과', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}","{'word': '큰집게벌레과', 'start_idx': 15, 'end_idx': 20, 'type': 'CLS'}",관계없음
38,39,"물방개의 어른벌레는 씹는 턱(저작형 구기)을 가지고 있지만, 물방개 애벌레는 수서노린재 종류들과 비슷하며 성체처럼 먹이를 씹어먹지 않고 체액을 흡즙한다. 3령단계의 물방개 유충은 몸길이가 9~10cm이며 물방개 유충의 먹이는 송사리, 올챙이, 장구벌레 등의 수서곤충 등이다.","{'word': '물방개 유충', 'start_idx': 92, 'end_idx': 97, 'type': 'INS'}","{'word': '9~10cm', 'start_idx': 105, 'end_idx': 110, 'type': 'NOH'}",곤충:특성
1158,1214,노린재라는 이름은 자신을 건드리면 방어하기 위해 몸에서 노린내가 풍기기 때문에 붙은 것이다.,"{'word': '노린재', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '방어', 'start_idx': 19, 'end_idx': 20, 'type': 'POH'}",곤충:특성
1,1,"곤충은 몸의 맨 위쪽을 따라 길고 좁으며 관통되어 있는 관(""복대동맥"":dorsal aorta라고 불린다)을 지녔고, 그것은 심장과 같은 역할을 하며, 머리에 피림프(haemolymph:무척추 동물의 혈액)를 펌프처럼 퍼올려 주어서 인체 내의 체액을 순환시켜준다.","{'word': '곤충', 'start_idx': 0, 'end_idx': 1, 'type': ‘CLS'}","{'word': '피림프', 'start_idx': 89, 'end_idx': 91, 'type': 'PHY'}",생물분류:특징
283,286,"동남아시아에 분포하는 대나무하루살이(""Asthenopus corporaali"", 흰하루살이과)는 수생 나무나 대나무에 구멍을 뚫고 연체동물인 배좀벌레조개를 닮은 구멍을 만들며, 나무배와 수상 가옥, 목재 수로 등을 훼손하는 것으로 알려져 있다.","{'word': '흰하루살이과', 'start_idx': 45, 'end_idx': 50, 'type': 'CLS'}","{'word': '대나무하루살이', 'start_idx': 12, 'end_idx': 18, 'type': 'INS'}",생물분류:하위분류
529,533,그 다음 개미의 몸통을 잘라내어 머리와 큰턱이 닫힌 상처 부위에 남겨놓는다.,"{'word': '개미', 'start_idx': 5, 'end_idx': 6, 'type': 'INS'}","{'word': '머리', 'start_idx': 18, 'end_idx': 19, 'type': 'PHY'}",곤충:특성
1072,1123,"그외 곤충의 체액을 빨아먹는 육식성 동물들인 침노린재, 거미, 소금쟁이 등도 개미의 천적이다.","{'word': '개미', 'start_idx': 43, 'end_idx': 44, 'type': 'INS'}","{'word': '소금쟁이', 'start_idx': 35, 'end_idx': 38, 'type': 'INS'}",곤충:천적
455,459,"대부분의 개미는 잡식 포식자이자 죽은 생물을 처리하며, 간접적인 초식 동물이다.","{'word': '개미', 'start_idx': 5, 'end_idx': 6, 'type': 'INS'}","{'word': '간접적인 초식 동물', 'start_idx': 31, 'end_idx': 40, 'type': 'NOP'}",곤충:특성
1145,1199,"전세계적으로 해충으로 분류되는 개미로는 도로개미(""Tetramorium caespitum"". 주름개미속의 일종) 노랑미친개미(""Anoplolepis gracilipes""), 설탕개미(""Camponotus consobrinus"". 왕개미의 일종), 애집개미(""Monomorium pharaonis""), 목수개미, 아르헨티나 개미(""Linepithema humile""), 코코넛개미(""Tapinoma sessile""), 붉은불개미(""Solenopsis invicta"". 열마디개미의 일종), 유럽불개미(""Myrmica rubra"". 이름과는 달리 뿔개미의 일종)가 있다.","{'word': '설탕개미', 'start_idx': 97, 'end_idx': 100, 'type': 'INS'}","{'word': 'Camponotus consobrinus', 'start_idx': 103, 'end_idx': 124, 'type': 'INS'}",곤충:별칭
888,937,개미의 후절부에는 생식과 호흡과 배설을 담당하는 중요한 내부 기관들이 있다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '배설', 'start_idx': 18, 'end_idx': 19, 'type': 'POH'}",곤충:특성
1026,1077,"식물개미는 대부분 열대지역에 살며, 식물과 특별한 공생 관계를 이루고 있다.","{'word': '식물개미', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '열대지역', 'start_idx': 10, 'end_idx': 13, 'type': 'LOC'}",곤충:서식지
492,496,"베짜기개미(""Oecophylla""종) 일개미는 잎사귀를 이어 나무에 개미집을 짓는다.","{'word': '베짜기개미', 'start_idx': 0, 'end_idx': 4, 'type': 'INS'}","{'word': '나무', 'start_idx': 34, 'end_idx': 35, 'type': 'LOC'}",곤충:서식지
208,211,사람들은 이런 바퀴벌레의 습성을 이용하여 설치식 바퀴제거제를 곳곳에 설치하여 바퀴벌레를 퇴치하려 한다.,"{'word': '바퀴벌레', 'start_idx': 43, 'end_idx': 46, 'type': 'INS'}","{'word': '설치식 바퀴제거제', 'start_idx': 23, 'end_idx': 31, 'type': 'POH'}",관계없음
1045,1096,"개미는 생활 방식에 따라 군대 개미, 노예사냥개미, 수확개미, 목축개미, 꿀개미, 균류개미, 황소개미, 식물개미, 나무개미 아홉 무리로 나뉠 수 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '균류개미', 'start_idx': 46, 'end_idx': 49, 'type': 'INS'}",곤충:하위분류
387,391,물이나 땅 식물 사이를 잇는 사슬을 만들 수 있는 개미도 있다.,"{'word': '개미', 'start_idx': 28, 'end_idx': 29, 'type': 'INS'}","{'word': '물', 'start_idx': 0, 'end_idx': 0, 'type': 'LOC'}",관계없음
535,539,개미는 물거나 찌르거나 개미산같은 화학 물질을 쏘거나 뿌리는 식으로 공격하거나 방어한다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '방어', 'start_idx': 44, 'end_idx': 45, 'type': 'NOP'}",곤충:특성
1009,1060,"아시아 약탈 개미(""Pheidologeton diversus"")의 일개미는 말려서 무게를 재면 가장 큰 개미가 가장 작은 개미보다 500배 무겁다.","{'word': '아시아 약탈 개미', 'start_idx': 0, 'end_idx': 8, 'type': 'INS'}","{'word': '일개미', 'start_idx': 37, 'end_idx': 39, 'type': 'INS'}",관계없음
1064,1115,"아이소포스도 우화 ""개미와 메뚜기""에서 같은 메시지를 전한다.","{'word': '메뚜기', 'start_idx': 15, 'end_idx': 17, 'type': 'INS'}","{'word': '우화', 'start_idx': 7, 'end_idx': 8, 'type': 'POH'}",관계없음
1101,1153,"섬서구메뚜기와 오인하기도 하나, 방아깨비는 섬서구메뚜기에 비해 몸이 길쭉하고 뒷다리가 더 길며, 방아깨비의 뒷다리는 다른 다리보다 길지만, 섬서구메뚜기의 뒷다리는 다른 다리와 크게 다르지 않다.","{'word': '방아깨비', 'start_idx': 18, 'end_idx': 21, 'type': 'INS'}","{'word': '섬서구메뚜기', 'start_idx': 0, 'end_idx': 5, 'type': 'INS'}",관계없음
572,579,"개미가 퍼뜨리는 여러 씨앗은 바깥에 특별한 부속체(지방체, elaiosome)이 있어 개미의 먹이가 된다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '씨앗', 'start_idx': 12, 'end_idx': 13, 'type': 'POH'}",곤충:먹이
194,197,"하루살이는 유속 및 수질, 하층 수질의 차이에 따라 서식하는 종이 다르기 때문에, 하천의 지표 생물로 많이 이용된다.","{'word': '하루살이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '하천의 지표 생물', 'start_idx': 46, 'end_idx': 54, 'type': 'POH'}",곤충:특성
950,1000,그러나 개미의 자원 소모 능력 때문에 건물에 침입하는 등 인간과 갈등을 일으키기도 한다.,"{'word': '개미', 'start_idx': 4, 'end_idx': 5, 'type': 'INS'}","{'word': '인간', 'start_idx': 32, 'end_idx': 33, 'type': 'NOI'}",관계없음
782,831,"종령 단계에서 우화한 것은 사실 하루살이의 성충이 아니라 '아성충'(버금어른벌레, subimago)으로 불리는데, 하루살이의 아성충은 날아오른 후 다른 곳에서 다시 탈피를 하여 성적으로 성숙한 진짜 하루살이의 성충이 된다.","{'word': '하루살이의 성충', 'start_idx': 111, 'end_idx': 118, 'type': 'INS'}","{'word': '성적으로 성숙', 'start_idx': 99, 'end_idx': 105, 'type': 'PHY'}",곤충:특성
582,589,개미는 상처의 양쪽 가장자리를 큰턱으로 물어 봉합한다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '큰턱', 'start_idx': 17, 'end_idx': 18, 'type': 'PHY'}",곤충:특성
475,479,그곳에서 암개미는 날개를 떼어내고 알을 낳아 돌본다.,"{'word': '암개미', 'start_idx': 5, 'end_idx': 7, 'type': 'INS'}","{'word': '알', 'start_idx': 19, 'end_idx': 19, 'type': 'POH'}",관계없음
519,523,"여왕개미는 30년 이상 살 수도 있으며, 일개미는 1~3년 정도 산다.","{'word': '여왕개미', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '30년', 'start_idx': 6, 'end_idx': 8, 'type': 'NOH'}",곤충:특성
464,468,붉은불개미는 피페리딘 알칼로이드가 있는 독주머니로 유명하다.,"{'word': '붉은불개미', 'start_idx': 0, 'end_idx': 4, 'type': 'INS'}","{'word': '피페리딘 알칼로이드', 'start_idx': 7, 'end_idx': 16, 'type': 'PHY'}",곤충:특성
954,1004,"그러나 아그로미르멕스 속의 잎꾼개미(""Acromyrmex"")와 같은 종류에서는 서로 다른 계급에 속한 일개미 사이에서 유전적인 차이가 나타난다.","{'word': '잎꾼개미', 'start_idx': 15, 'end_idx': 18, 'type': 'INS'}","{'word': '일개미', 'start_idx': 57, 'end_idx': 59, 'type': 'INS'}",관계없음
336,339,"벼룩은 체외 기생충이며, 인간을 포함한 포유류나 새의 피를 빨아먹으며 산다.","{'word': '포유류', 'start_idx': 22, 'end_idx': 24, 'type': 'CLS'}","{'word': '인간', 'start_idx': 14, 'end_idx': 15, 'type': 'NOI'}",생물분류:하위분류
679,708,"나비는 주로 꽃의 꿀을 먹으면서 식물의 수정을 돕지만, 왕오색나비, 줄나비, 바둑돌부전나비 등의 일부 나비들은 조릿대에 기생하는 납작진딧물의 분비물, 나무나 과일의 즙을 먹는다.","{'word': '바둑돌부전나비', 'start_idx': 43, 'end_idx': 49, 'type': 'INS'}","{'word': '납작진딧물의 분비물', 'start_idx': 72, 'end_idx': 81, 'type': 'NOI'}",곤충:먹이
2,3,개미는 개미 유충에서 번데기를 거쳐 개미 성충이 되는 완전 변태(complete metamorphosis)를 통해 자란다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '번데기', 'start_idx': 12, 'end_idx': 14, 'type': 'PHY'}",곤충:특성
989,1039,모두 다리가 여섯 개인 절지동물인 곤충에 속하는 개미의 다리는 가슴 중앙에 붙어있다.,"{'word': '곤충', 'start_idx': 19, 'end_idx': 20, 'type': 'CLS'}","{'word': '개미', 'start_idx': 27, 'end_idx': 28, 'type': 'INS'}",생물분류:하위분류
889,938,개미의 후절부에는 생식과 호흡과 배설을 담당하는 중요한 내부 기관들이 있다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '후절부', 'start_idx': 4, 'end_idx': 6, 'type': 'PHY'}",곤충:특성
1171,1227,방아깨비의 뒷날개는 시맥으로 이루어져있다.,"{'word': '방아깨비', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '뒷날개', 'start_idx': 6, 'end_idx': 8, 'type': 'PHY'}",곤충:특성
811,860,에오세에 살던 개미종 가운데서 10개 속(屬) 중 하나는 현존하고 있다.,"{'word': '개미종', 'start_idx': 8, 'end_idx': 10, 'type': ‘CLS'}","{'word': '에오세', 'start_idx': 0, 'end_idx': 2, 'type': 'DAT'}",관계없음
1108,1161,호피 족 등 어떤 미국 원주민 신화에서는 개미가 최초의 동물이었다고 한다.,"{'word': '개미', 'start_idx': 23, 'end_idx': 24, 'type': 'INS'}","{'word': '호피 족', 'start_idx': 0, 'end_idx': 3, 'type': 'POH'}",관계없음
703,736,"누에가 만드는 고치는 비단의 원료가 되며, 현재는 잘 쓰이지 않지만 누에나방 등의 실샘에서 얻은 텍스사(絲)는 낚싯줄로 쓰였다.","{'word': '누에나방', 'start_idx': 38, 'end_idx': 41, 'type': 'INS'}","{'word': '실샘', 'start_idx': 46, 'end_idx': 47, 'type': 'PHY'}",곤충:특성
21,22,고치는 나방 유충의 실샘에서 실을 토하여 만드는데 유충의 털·잎 조각 등을 엮어 만든다.,"{'word': '나방 유충', 'start_idx': 4, 'end_idx': 8, 'type': 'INS'}","{'word': '실샘', 'start_idx': 11, 'end_idx': 12, 'type': 'PHY'}",곤충:특성
953,1003,"그러나 아그로미르멕스 속의 잎꾼개미(""Acromyrmex"")와 같은 종류에서는 서로 다른 계급에 속한 일개미 사이에서 유전적인 차이가 나타난다.","{'word': '아그로미르멕스 속', 'start_idx': 4, 'end_idx': 12, 'type': 'CLS'}","{'word': '잎꾼개미', 'start_idx': 15, 'end_idx': 18, 'type': 'INS'}",생물분류:하위분류
